"id","ruc","razon_social","cod_unidad","departamento","provincia","distrito","direccion","estado","created_at","updated_at"
"341","20142167744","MUNICIPALIDAD PROVINCIAL DE ICA","300960","ICA","ICA","ICA","AV. MUNICIPALIDAD NRO. 182","0","0000-00-00 00:00:00","2025-05-09 17:32:39"
"342","20166164789","MUNICIPALIDAD PROVINCIAL DE ISLAY","300423","AREQUIPA","ISLAY","MOLLENDO","ENTRE JIRON JUAN PABLO SEGUNDO Y GIRON ESCALAS","0","0000-00-00 00:00:00","2024-02-24 14:37:26"
"343","20175975234","MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE","301238","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE","CAL.BOLIVAR NRO. 400 CERCADO","0","0000-00-00 00:00:00","2025-06-19 17:30:38"
"344","20105266988","Municipalidad Provincial de Morropon- Chulucanas","301556","Piura","Morropón","Chulucanas","Jr. Cuzco Nro.421","1","0000-00-00 00:00:00","2024-02-10 15:37:37"
"345","20162361440","MUNICIPALIDAD PROVINCIAL DE PAITA","301566","PIURA","PAITA","PAITA","CAL.TARATA NRO. S/N CERCADO","0","0000-00-00 00:00:00","2025-04-22 15:06:43"
"346","20176735725","Municipalidad Provincial de Pasco","301501","Pasco","Pasco","Chaupimarca","Jr. San Cristobal Nro. S/N Cercado (Frente Al Grifo)","1","0000-00-00 00:00:00","2024-02-12 14:08:18"
"347","20154477374","MUNICIPALIDAD PROVINCIAL DE PIURA","301529","PIURA","PIURA","PIURA","CAL.ESQ AYACUCHO TACNA NRO. 377 CENTRO CIVICO (FRENTE PLAZA DE ARMAS)","0","0000-00-00 00:00:00","2025-04-21 17:19:10"
"348","20148170933","MUNICIPALIDAD PROVINCIAL DE RIOJA","301750","SAN MARTIN","RIOJA","RIOJA","JR. SAN MARTIN NRO. 1000","0","0000-00-00 00:00:00","2025-04-19 17:59:40"
"349","20146721410","MUNICIPALIDAD PROVINCIAL DE SECHURA","301587","PIURA","SECHURA","SECHURA","AV. DOS DE MAYO NRO. 618 (FRENTE A LA PLAZA DE ARMAS DE SECHURA)","0","0000-00-00 00:00:00","2025-04-19 17:40:18"
"350","20147797100","MUNICIPALIDAD PROVINCIAL DE TACNA","301778","TACNA","TACNA","TACNA","CAL.INCLAN NRO. 404","0","0000-00-00 00:00:00","2025-04-29 14:04:36"
"351","20220499767","MUNICIPALIDAD PROVINCIAL DE CHOTA","300578","CAJAMARCA","CHOTA","CHOTA","CAL.ANAXIMANDRO VEGA NRO. S/N CERCADO (CUADRA 4)","0","0000-00-00 00:00:00","2025-04-22 17:17:11"
"352","20131369558","MUNICIPALIDAD PROVINCIAL DEL CALLAO","300677","CALLAO","PROV. CONST. DEL CALLAO","CALLAO","JR. PAZ SOLDAN NRO. 252","0","0000-00-00 00:00:00","2025-04-15 17:09:52"
"353","20177217043","MUNICIPALIDAD PROVINCIAL DEL CUSCO","300684","CUSCO","CUSCO","CUSCO","PZA.CUSIPATA NRO. S/N (REGOCIJO)","0","0000-00-00 00:00:00","2025-04-22 16:20:04"
"354","20146806679","MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA","301701","SAN MARTIN","MOYOBAMBA","MOYOBAMBA","JR. PEDRO CANGA NRO. 262","0","0000-00-00 00:00:00","2025-04-19 17:43:33"
"355","20156696596","MUNICIPALIDAD PROVINCIAL DE TUMBES","301804","TUMBES","TUMBES","TUMBES","JR. BOLOGNESI NRO. 194 INT. PS 2 OTROS","0","0000-00-00 00:00:00","2025-04-22 14:57:24"
"356","20187459258","MUNICIPALIDAD PROVINCIAL LA CONVENCIÓN","300748","CUSCO","LA CONVENCION","SANTA ANA","JR. ESPINAR NRO. 306 (PLAZA DE ARMAS CON JR. INDEPENDENCIA)","0","0000-00-00 00:00:00","2025-04-22 16:50:42"
"357","20200042744","MUNICIPALIDAD PROVINCIAL LEONCIO PRADO","300927","HUANUCO","LEONCIO PRADO","RUPA-RUPA","AV. ALAMEDA PERU NRO. 525 TINGO MARIA (MUNICIPALIDAD DE LEONCIO PRADO)","0","0000-00-00 00:00:00","2025-06-17 14:48:35"
"358","20154544667","MUNICIPALIDAD PROVINCIAL SAN MARTIN","301759","SAN MARTIN","SAN MARTIN","SAN MARTIN","JR. GREGORIO DELGADO NRO. 260","0","0000-00-00 00:00:00","2025-04-22 18:27:59"
"359","20131366702","MUNICIPALIDAD PUENTE PIEDRA","301274","LIMA","LIMA","PUENTE PIEDRA","CAL.9 DE JUNIO NRO. 100","0","0000-00-00 00:00:00","2025-07-16 14:58:35"
"360","20131367423","MUNICIPALIDAD SANTIAGO DE SURCO","301289","LIMA","LIMA","SANTIAGO DE SURCO","JR. BOLOGNESI NRO. 275 (PLAZA DE ARMAS SURCO)","0","0000-00-00 00:00:00","2025-04-15 16:31:19"
"361","20175239023","MUNICIPALIDAD DISTRITAL DE PARCONA","300965","ICA","ICA","PARCONA","AV. JHON KENNEDY NRO. 500","0","0000-00-00 00:00:00","2025-10-10 23:48:06"
"362","20159308881","MUNICIPALIDAD DISTRITAL DE WANCHAQ","300691","CUSCO","CUSCO","WANCHAQ","AV. DE LA CULTURA NRO. 500","0","0000-00-00 00:00:00","2025-11-26 15:51:46"
"363","20171719179","MUNICIPALIDAD DISTRITAL DE CHILCA","301315","LIMA","CAÑETE","CHILCA","AV. MARIANO L. PRADO NRO. 446","0","0000-00-00 00:00:00","2025-04-22 15:31:15"
"364","20159368271","MUNICIPALIDAD DISTRITAL DE ECHARATI","300749","CUSCO","LA CONVENCION","ECHARATI","PZA.PLAZA DE ARMAS ECHARATI NRO. S/N","0","0000-00-00 00:00:00","2025-06-14 17:51:01"
"365","20131377224","MUNICIPALIDAD DISTRITAL DE MIRAFLORES","301271","LIMA","LIMA","MIRAFLORES","AV. LARCO NRO. 400","0","0000-00-00 00:00:00","2025-04-16 18:00:32"
"366","20317337150","MUNICIPALIDAD DISTRITAL DE PICHARI","300757","CUSCO","LA CONVENCION","PICHARI","NRO. S/N PBLO. PICHARI (PLAZA PRINCIPAL PICHARI","0","0000-00-00 00:00:00","2025-04-22 17:54:41"
"367","20190583369","MUNICIPALIDAD DISTRITAL DE SACHACA","300347","AREQUIPA","AREQUIPA","SACHACA","AV. FERNANDINI S/N","0","0000-00-00 00:00:00","2024-04-11 17:26:38"
"368","20159340008","MUNICIPALIDAD DISTRITAL DE SANTA TERESA","300755","CUSCO","LA CONVENCION","Santa Teresa","PZA.SOLIDARIDAD NRO. S/N C.P. SANTA TERESA","0","0000-00-00 00:00:00","2025-06-14 17:55:51"
"369","20147711159","MUNICIPALIDAD DISTRITAL DE SANTIAGO","300970","ICA","ICA","SANTIAGO","CAR.PANAMERICANA SUR NRO. 318 (JUNTO A PLAZA ARMAS)","0","0000-00-00 00:00:00","2025-04-19 17:49:20"
"370","20154435965","MUNICIPALIDAD DISTRITAL DE YARINACOCHA","301820","UCAYALI","CORONEL PORTILLO","YARINACOCHA","Jr. 2 De Mayo Nro. 277","0","0000-00-00 00:00:00","2025-02-08 17:54:21"
"371","20191121954","MUNICIPALIDAD PROVINCIAL ACOBAMBA","300809","HUANCAVELICA","ACOBAMBA","ACOBAMBA","PQ. JORGE CHAVEZ KM. SN (FRENTE PARQUE DE ARMAS)","0","0000-00-00 00:00:00","2025-05-02 15:26:08"
"372","20172499679","MUNICIPALIDAD PROVINCIAL DE AZANGARO","301608","PUNO","AZANGARO","AZANGARO","PZA.DE ARMAS NRO. 160 CENTRAL","0","0000-00-00 00:00:00","2025-04-22 15:55:16"
"373","20146674403","MUNICIPALIDAD PROVINCIAL SATIPO","301090","JUNIN","SATIPO","SATIPO","JR. COLONOS FUNDADORES NRO. 312 (PARQUE PRINCIPAL)","0","0000-00-00 00:00:00","2025-05-10 15:07:34"
"374","20147567449","MUNICIPALIDAD PROVINCIAL DE URUBAMBA","300785","CUSCO","URUBAMBA","URUBAMBA","JR. BOLIVAR NRO. S/N","0","0000-00-00 00:00:00","2025-04-19 17:48:01"
"375","20193334262","MUNICIPALIDAD PROVINCIAL DE YUNGAY","300243","ANCASH","YUNGAY","Yungay","PZA.DE ARMAS NRO. S N","0","0000-00-00 00:00:00","2025-04-22 16:55:15"
"376","20531320574","OFICINA DE GESTION DE SERVICIOS DE SALUD ALTO HUALLAGA","1060","SAN MARTIN","TOCACHE","TOCACHE","JR. JORGE CHAVEZ NRO. 07","0","0000-00-00 00:00:00","2025-05-05 17:28:10"
"377","20254165035","OFICINA DE NORMALIZACION PREVISIONAL ONP","55","LIMA","LIMA","LIMA","JR. BOLIVIA NRO. 109 INT. 16 CENTRO CÍVICO Y COM. LIMA (PISO 16)","0","0000-00-00 00:00:00","2025-04-22 17:34:20"
"378","20291973851","OFICINA NACIONAL DE PROCESOS ELECTORALES","479","LIMA","LIMA","LIMA","JR. WASHINGTON NRO. 1894 (AL COSTADO DE LA LOCAL DE LA SUNAT)","0","0000-00-00 00:00:00","2025-10-29 17:12:42"
"380","20446716035","OFICINA REGIONAL NOR ORIENTE","961","SAN MARTIN","SAN MARTIN","TARAPOTO","JR. GREGORIO DELGADO NRO. S/N (NUMERO 450 - CASA DE COLOR BLANCO)","0","0000-00-00 00:00:00","2025-04-23 18:29:35"
"381","20353982878","OFICINA REGIONAL NORTE","19","LAMBAYEQUE","CHICLAYO","CHICLAYO","CALLE MANCO CAPAC N°450 - CHICLAYO","0","0000-00-00 00:00:00","2025-09-04 20:11:06"
"382","20306484479","ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI","1017","LIMA","LIMA","SAN ISIDRO","AV. PASEO DE LA REPUBLICA NRO. 3135","0","0000-00-00 00:00:00","2025-04-22 17:40:21"
"383","20565429656","ORGANISMO NACIONAL DE SANIDAD PESQUERA (SANIPES)","1588","CALLAO","PROV. CONST DEL CALLAO","CALLAO","AV. CARRETERA A VENTANILLA KM 5.2 - CALLAO","0","0000-00-00 00:00:00","2024-03-12 17:15:51"
"384","20216072155","ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES OSIPTEL","1265","LIMA","LIMA","SAN BORJA","CALLE DE LA PROSA 136 - SAN BORJA","0","0000-00-00 00:00:00","2024-03-20 13:50:29"
"385","20419026809","ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE","1275","LIMA","LIMA","JESUS MARIA","EDIFICIO EL REGIDOR SUB LOTE 69 BRESIDENCIAL SANF","0","0000-00-00 00:00:00","2024-02-27 13:52:38"
"386","20125645039","PATRONATO DEL PARQUE DE LAS LEYENDAS- FELIPE BENAVIDES BARREDA","500238","LIMA","LIMA","SAN MIGUEL","AV.RIVA AGÜERON° 1107 SAN MIGUEL -(PUERTAN° 07)","0","0000-00-00 00:00:00","2025-06-19 17:47:40"
"387","20159311598","PLAN COPESCO","790","CUSCO","CUSCO","WANCHAQ","PZA.TUPAC AMARU NRO. SN PLAZA (AL COSTADO DEL MUNICIPIO DE WANCHAQ)","0","0000-00-00 00:00:00","2025-04-22 15:02:22"
"388","20511035997","PLAN COPESCO NACIONAL","1201","LIMA","LIMA","SAN ISIDRO","AVENIDA JOSE GALVEZ BARRENECHEA 290","0","0000-00-00 00:00:00","2025-04-22 21:09:14"
"389","20165465009","DIRECCIÓN DE ECONOMÍA Y FINANZAS PNP-DIRECFIN PNP","26","LIMA","LIMA","RIMAC","JR. LOS CIBELES NRO. 191 URB. VILLACAMPA (DIRECCION DE ECONOMIA Y FINANZAS PNP)","0","0000-00-00 00:00:00","2025-09-10 14:26:45"
"390","20168999926","PRESIDENCIA DEL CONSEJO DE MINISTROS","3","LIMA","LIMA","LIMA","JR. CARABAYA CDRA 1 NRO. S/N (PALACIO DE GOBIERNO EX CALLE PESCADERIA)","0","0000-00-00 00:00:00","2025-12-13 14:40:23"
"391","20606497483","PROCURADURIA GENERAL DEL ESTADO","1729","LIMA","LIMA","SAN ISIDRO","CAL.GERMAN SCHREIBER NRO. 215 URB. SANTA ANA (205 - 215 - 219)","0","0000-00-00 00:00:00","2025-06-19 17:13:39"
"392","20524605903","PROGRAMA DE COMPENSACIONES PARA LA COMPETITIVIDAD","1297","LIMA","LIMA","SAN ISIDRO","CAL.CORONEL ODRIOZOLA NRO. 171 URB. ORRANTIA","0","0000-00-00 00:00:00","2025-05-05 17:04:57"
"393","20507920722","PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF","1160- AREQUIPA","LIMA","LIMA","PUEBLO LIBRE (MAGDALENA VIEJA)","AV. SAN MARTIN NRO. 685 (ALT.ESPALDA HOSPITAL SANTA ROSA)","0","0000-00-00 00:00:00","2025-06-05 14:32:32"
"394","20601993181","""PROGRAMA NACIONAL """"PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS""","1674","LIMA","LIMA","SAN ISIDRO","JR. NAPO NRO. 361","0","0000-00-00 00:00:00","2024-03-01 18:02:21"
"395","20546537782","PROGRAMA NACIONAL CUNA MAS","1426","LIMA","LIMA","SAN ISIDRO","AV. AREQUIPA NRO. 2637","0","0000-00-00 00:00:00","2025-05-05 17:50:05"
"396","20546798152","PROGRAMA NACIONAL DE BECAS Y CREDITO EDUCATIVO","1438","LIMA","LIMA","SAN ISIDRO","AV. PASEO DE LA REPÚBLICA NRO. 3755","0","0000-00-00 00:00:00","2025-05-05 17:55:46"
"397","20565526694","PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO E INNOVACIÓN PROINNOVATE","1590","LIMA","LIMA","SAN ISIDRO","AV. PAZ SOLDAN NRO. 193","0","0000-00-00 00:00:00","2025-05-19 15:02:42"
"398","20207553698","PROGRAMA NACIONAL DE SANEAMIENTO URBANO","1085","CALLAO","CALLAO","CALLAO","AV. ELMER FAUCCETT Nº 3970","0","0000-00-00 00:00:00","2024-02-10 15:59:38"
"399","20380419247","PROVIAS DESCENTRALIZADO","1250","LIMA","LIMA","LIMA","JIRON CAMANA 678","0","0000-00-00 00:00:00","2024-02-13 15:49:43"
"400","20156058719","PROYECTO ESPECIAL CHAVIMOCHIC","1134","LA LIBERTAD","TRUJILLO","LA ESPERANZA","AV. 2 NRO. S/N Z.I. PARQUE INDUSTRIAL (PANAMERICANA NORTE - SENATI)","0","0000-00-00 00:00:00","2025-04-21 17:29:42"
"401","20164359701","PROYECTO ESPECIAL CHINECAS","1277","ANCASH","SANTA","NUEVO CHIMBOTE","KM. 8 CAMPAMENTO TANGAY","0","0000-00-00 00:00:00","2025-04-22 15:14:08"
"402","20154477536","PROYECTO ESPECIAL CHIRA PIURA","1141","PIURA","PIURA","Piura","CAR.PANAMERICANA NORTE NRO. 3.5","0","0000-00-00 00:00:00","2025-04-21 17:20:21"
"403","20503503639","PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL","401009","LIMA","LIMA","LIMA","JR. ZORRITOS NRO. 1203","0","0000-00-00 00:00:00","2025-05-05 16:25:21"
"404","20156046974","PROYECTO ESPECIAL JEQUETEPEQUE ZAÑA","1328","CAJAMARCA","CONTUMAZA","YONAN","CAR.A CAJAMARCA KM. S.N CAMPAMENTO GALLITO CIEGO","0","0000-00-00 00:00:00","2025-10-01 13:49:13"
"405","20148346055","PROYECTO ESPECIAL OLMOS TINAJONES","1133","LAMBAYEQUE","CHICLAYO","CHICLAYO","CAL.LAS VIOLETAS NRO. 148 URB. LOS LIBERTADORES","0","0000-00-00 00:00:00","2025-04-21 17:07:43"
"406","20519923182","PROYECTO ESPECIAL REGIONAL PASTO GRANDE","1144","MOQUEGUA","MARISCAL NIETO","MOQUEGUA","CAR.MOQUEGUA-TOQUEPALA KM. 0.30 (CERCA A GRIFO INTERNACIONAL)","0","0000-00-00 00:00:00","2025-05-05 16:58:16"
"407","20454157592","RED DE SALUD AREQUIPA - CAYLLOMA - GRA - SALUD RED PERIFERICA AREQUIPA","1222","AREQUIPA","AREQUIPA","AREQUIPA","AV. INDEPENDENCIA-BLOCK E NRO. 600 INT. 424","0","0000-00-00 00:00:00","2025-06-03 18:19:23"
"408","20363715011","RED DE SALUD AZÁNGARO","916","PUNO","AZANGAR","AZANGAR","JR. BOLOGNESI NRO. 556 BARRIO LINZANDRO LUNA","0","0000-00-00 00:00:00","2025-04-23 17:31:01"
"409","20600904516","RED DE SALUD CHUPACA","1615","JUNIN","CHUPACA","CHUPACA","JR. PETRONA APOLAYA NRO. 955 URB. PETRONA APOLAYA","0","0000-00-00 00:00:00","2025-05-15 18:09:38"
"410","20221373449","Red de Salud de Chepen- Unidad Ejecutora N° 404","849","La Libertad","Chepen","Chepen","Av. 28 De Julio Nro. S/N Sec. Chepen (Hospital Minsa Chepen) La Libertad - Chepen - Chepen","1","0000-00-00 00:00:00","2024-02-15 15:13:57"
"411","20573020970","RED DE SALUD DE HUAMALIES","1454","HUANUCO","HUAMALIES","LLANTA","JR. SAN MARTIN NRO. S/N C.P. ME. LLATA (NRO. 339-2 CDRAS AL COLISEO)","0","0000-00-00 00:00:00","2025-06-14 17:13:25"
"412","20491240238","RED DE SALUD GRAU","1499","APURIMAC","GRAU","CHUQUIBAMBILLA","AV. RENZO MICHELLY NRO. SN (HOSPITAL DE GRAU)","0","0000-00-00 00:00:00","2025-07-24 20:51:17"
"413","20185679111","RED DE SALUD JUNÍN","830","JUNIN","JUNIN","JUNIN","JR. SAENZ PENA NRO. 650","0","0000-00-00 00:00:00","2025-04-22 16:26:07"
"414","20601845335","""RED DE SALUD N° 01 """"CORONEL PORTILLO""","1660","UCAYALI","CORONEL PORTILLO","MANANTAY","Jr. Los Tulipanes Mza. 1 Lote. 5 A.H. 7 De Junio (A 5 Cuadras Del Coliseo Cerrado)","1","0000-00-00 00:00:00","2024-05-22 13:57:57"
"415","20354537096","RED INTEGRADA DE SALUD OTUZCO","853","LA LIBERTAD","OTUZCO","OTUZCO","CAL.PROGRESO NRO. 385","0","0000-00-00 00:00:00","2025-04-23 17:28:10"
"416","20397867961","RED DE SALUD SANTIAGO DE CHUCO","852","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO","CAL.MARISCAL CACERES NRO. 1145","0","0000-00-00 00:00:00","2025-04-23 17:52:15"
"417","20602051995","RED DE SALUD TACNA","1622","TACNA","TACNA","TACNA","AV. GREGORIO ALBARRACIN NRO. 526 (INMEDIACIONES DEL CONSULADO DE CHILE)","0","0000-00-00 00:00:00","2025-06-14 16:41:05"
"418","20486391279","RED DE SALUD VALLE DEL MANTARO","1224","JUNIN","HUANCAYO","HUANCAYO","AV. GIRALDEZ NRO. 886  (ENTRE LEANDRO TORRES Y GIRALDEZ - OBELIS)","0","0000-00-00 00:00:00","2025-04-30 18:22:01"
"419","20608951106","RED DE SALUD YAROWILCA","1740","HUANUCO","YAROWILCA","CHAVINILLO","JR. SAN JUAN NRO. S/N","0","0000-00-00 00:00:00","2025-05-08 16:02:58"
"420","20450736539","RED DE SERVICIOS DE SALUD CUSCO SUR","1322","CUSCO","CUSCO","SAN JERONIMO","NRO. S/N COM. ACCAMANA-PICOL ORCCOMPUGIO (PUENTE MIRAFLORES)","0","0000-00-00 00:00:00","2025-04-30 17:31:07"
"421","20527289166","RED DE SERVICIOS DE SALUD LA CONVENCION - QUILLABAMBA","1170","CUSCO","LA CONVENCION","SANTA ANA","AV. GENERAL GAMARRA NRO. 100 QUILLABAMBA (FRENTE A AICASA)","0","0000-00-00 00:00:00","2025-06-10 22:59:18"
"422","20322628642","REDEES - MELGAR","915","PUNO","MELGAR","MELGAR","AV. BENAVIDES ESQ. PROGRESO NRO. S/N (AL FRENTE DE LA UGEL MELGAR)","0","0000-00-00 00:00:00","2025-04-22 17:58:55"
"423","20363734074","REDESS CHUCUITO","920","PUNO","CHUCUITO","JULI","JR. JULI NRO. 470 CERCADO","0","0000-00-00 00:00:00","2025-04-23 17:32:20"
"424","20363928197","REDESS EL COLLAO","968","PUNO","EL COLLAO","ILAVE","AV. ATAHUALPA NRO. S/N CERCADO (HOSPITAL DE APOYO DE ILAVE)","0","0000-00-00 00:00:00","2025-05-23 17:31:28"
"425","20363839500","REDESS HUANCANE","918","PUNO","HUANCANE","HUANCANE","AV. SANTA CRUZ NRO. S.N. BARRIO PAMPILLA","0","0000-00-00 00:00:00","2025-04-23 17:33:41"
"426","20363848916","REDESS MACUSANI","1006","PUNO","CARABAYA","MACUSANI","JR. 5 DE FEBRERO NRO. 608","0","0000-00-00 00:00:00","2025-04-23 17:35:19"
"427","20171344264","REGION JUNIN SALUD TARMA","827","JUNIN","TARMA","TARMA","AV. PACHECO NRO. 362","0","0000-00-00 00:00:00","2025-04-23 16:29:59"
"428","20487911586","REGION LAMBAYEQUE- HOSPITAL REGIONAL LAMBAYEQUE","1422","LAMBAYEQUE","CHICLAYO","CHICLAYO","PRO.AUGUSTO B. LEGUIA NRO. 100 (ESQUINA CON AV. PROGRESO N. 110 -120)","0","0000-00-00 00:00:00","2025-05-19 15:23:19"
"429","20602467971","REGIÓN POLICIAL AYACUCHO - ICA","1689","ICA","ICA","ICA","AV. 26 DE ENERO MZA. E LOTE. 5 ASC. TRABAJADORES UNSCH (LA TORRE PNP)","0","0000-00-00 00:00:00","2025-07-14 17:21:16"
"430","20602398103","REGION POLICIAL HUANUCO SAN MARTIN UCAYALI","1688","HUANUCO","HUANUCO","HUANUCO","JR. CONSTITUCION NRO. 501 (AL COSTADO DE LA COMISARIA HUANUCO)","0","0000-00-00 00:00:00","2025-05-19 14:38:17"
"431","20602699081","REGION POLICIAL LORETO","1687","LORETO","MAYNAS","IQUITOS","CAL.BRASIL NRO. 145 (CRUCE CON JR. PROSPERO CDRA. 5)","0","0000-00-00 00:00:00","2025-05-19 14:31:13"
"432","20601020191","REGION POLICIAL PIURA","27","PIURA","PIURA","VEINTISEIS DE OCTUBRE","AV. SANCHEZ CERRO MZA. Z LOTE. 7 Z.I. ZONA INDUSTRIAL II (AL COSTADO DE LA UNIDAD DE TRANSITO)","0","0000-00-00 00:00:00","2025-08-25 13:54:44"
"433","20295613620","REGIST. NAC. DE IDENTIF. Y ESTADO CIVIL","480","LIMA","LIMA","LIMA","JR. BOLIVIA NRO. 109 (CENTRO CIVICO)","0","0000-00-00 00:00:00","2025-04-22 17:37:10"
"434","20519839807","SALUD ILO","1172","MOQUEGUA","ILO","ILO","CAL.MIRAMAR NRO. 400","0","0000-00-00 00:00:00","2025-05-08 17:08:10"
"435","20547199066","SECRETARÍA TÉCNICA DE APOYO A LA COMISIÓN AD HOC CREADA POR LA LEY 29625","1733","LIMA","LIMA","LIMA","JR. CUZCO NRO. 177 (PISO 8)","0","0000-00-00 00:00:00","2025-05-05 17:58:23"
"436","20131911310","SEDALIB S.A.","500128","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. FEDERICO VILLARREAL NRO. 1300 URB. SEMI RUSTICA EL BOSQUE","0","0000-00-00 00:00:00","2025-04-19 16:39:57"
"437","20131257750","SEGURO SOCIAL DE SALUD","401631","ANCASH","SANTA","CHIMBOTE","AV. CIRCUNVALACION Nº 119, URB. LADERAS DEL NORTE","1","0000-00-00 00:00:00","2024-07-18 14:32:04"
"438","20131257750","Seguro Social de Salud","401634","Cajamarca","Cajamarca","Cajamarca",,"1","0000-00-00 00:00:00","2024-07-18 14:31:53"
"439","20131257750","Seguro Social de Salud","401621","Pasco",,,,"1","0000-00-00 00:00:00","2024-03-01 14:51:06"
"440","20131257750","Seguro Social de Salud","401626","Ica","Ica","Ica",,"1","0000-00-00 00:00:00","2024-07-18 14:31:18"
"441","20131257750","SEGURO SOCIAL DE SALUD","401613","SAN MARTIN","MOYOBAMBA","MOYOBAMBA","JR. VARACADILLO Nº 324","1","0000-00-00 00:00:00","2024-07-18 14:31:40"
"442","20131257750","Seguro Social de Salud","401622","LIMA","LIMA","JESUS MARIA","AV. DOMINGO CUETO NRO. 120","1","0000-00-00 00:00:00","2024-07-18 14:31:06"
"443","20131257750","Seguro Social de Salud","401628","Tacna","Tacna","Calana",,"1","0000-00-00 00:00:00","2024-07-18 14:31:29"
"444","20131257750","SEGURO SOCIAL DE SALUD","401635","LAMBAYEQUE","CHICLAYO","LA VICTORIA",,"1","0000-00-00 00:00:00","2024-07-18 14:30:52"
"445","20131257750","SEGURO SOCIAL DE SALUD","401632","LA LIBERTAD","TRUJILLO","TRUJILLO","Julio Gutierrez 322 Urb Los jardines","1","0000-00-00 00:00:00","2024-07-18 14:30:41"
"446","20131257750","Seguro Social de Salud","401611","LIMA","LIMA","JESUS MARIA",,"1","0000-00-00 00:00:00","2024-07-18 14:30:30"
"447","20131257750","Seguro Social de Salud","401623","Madre De Dios","Tambopata","Tambopata",,"1","0000-00-00 00:00:00","2024-07-18 14:30:18"
"448","20131257750","Seguro Social de Salud","900556","Lima","Lima","Jesus Maria",,"1","0000-00-00 00:00:00","2024-07-18 14:30:05"
"449","20131257750","Seguro Social de Salud","401621","Pasco","Pasco","Chaupimarca",,"1","0000-00-00 00:00:00","2024-07-18 14:29:53"
"450","20131257750","SEGURO SOCIAL DE SALUD","401638","LIMA","LIMA","LA VICTORIA","AV. GRAU 800","1","0000-00-00 00:00:00","2024-07-18 14:29:41"
"451","20131257750","SEGURO SOCIAL DE TUMBES","401637","TUMBES","TUMBES","TUMBES","MZ ""C"" LOTE 01 AAHH LOS CEDROS TUMBES (PUYANGO)","1","0000-00-00 00:00:00","2024-07-18 14:29:28"
"452","20131257750","Seguro Social de Salud","401636","Piura","Piura","Piura",,"1","0000-00-00 00:00:00","2024-03-01 14:50:51"
"453","20100152356","SERV AGUA POTAB Y ALCANT DE LIMA-SEDAPAL","500321","LIMA","LIMA","EL AGUSTINO","AUTOP.RAMIRO PRIALE NRO. 210 LA ATARJEA (KM. 1 AUTOPISTA RAMIRO PRIALE)","0","0000-00-00 00:00:00","2025-08-19 20:24:03"
"454","20397808522","SERV. DE ADMINISTRACION TRIBUTARIA-TRUJILLO","500236","LA LIBERTAD","TRUJILLO","TRUJILLO","JR. BOLIVAR NRO. 538 CERCADO","0","0000-00-00 00:00:00","2025-05-19 15:34:30"
"455","20479801275","SERVICIO DE ADMINISTRACION TRIBUTARIA DE CHICLAYO","500260","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE","AV. JOSE BALTA NRO. 820 CENTRO","0","0000-00-00 00:00:00","2025-04-30 17:41:58"
"456","20486127920","SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUANCAYO SATH","500248","JUNIN","HUANCAYO","HUANCAYO","AV. PASEO LA BREÑA NRO. 539 SEC. 17 (MEDIA CUADRA ANTES DE AV HVCA)","0","0000-00-00 00:00:00","2025-04-30 18:17:11"
"457","20131377810","SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION","179","LIMA","LIMA","SAN BORJA","AV. DE LA POESIA NRO. 351 (ALT. CDRA 15 DE LA AV CANADA)","0","0000-00-00 00:00:00","2025-04-16 18:02:45"
"458","20131373075","Servicio Nacional de Sanidad Agraria","157","Lima","Lima","La Molina","Av. La Molina 1915","1","0000-00-00 00:00:00","2024-02-09 20:43:58"
"459","20225634085","SERVICIOS BASICOS DE SALUD CHILCA-MALA","1291","Lima","Cañete","San Antonio","AV. LIBERTAD NRO. S/N (POSTA SAN ANTONIO)","0","0000-00-00 00:00:00","2025-04-22 17:26:32"
"460","20100003351","SERVICIOS INDUSTRIALES DE LA MARINA S.A","200031","CALLAO","CALLAO","CALLAO","AV. CONTRALMIRANTE MORA NRO. 1102","0","0000-00-00 00:00:00","2025-05-09 17:36:17"
